"","workerid","noun","gender","nounclass","slide_number","predicate","class","response","language","comments","asses","test1","test2","test3","dialect","lived","describe","years","proficiency"
"1651","vi. 66","fan","Male","furniture",3,"square","shape",1,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1652","vi. 66","desk","Male","furniture",4,"smooth","texture",0.08,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1653","vi. 66","couch","Male","furniture",5,"bad","quality",0.55,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1654","vi. 66","TV","Male","furniture",6,"soft","texture",1,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1655","vi. 66","apple","Male","food",7,"metal","material",0.02,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1656","vi. 66","tomato","Male","food",8,"old","age",0.71,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1657","vi. 66","cheese","Male","food",9,"purple","color",0.6,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1658","vi. 66","desk","Male","furniture",10,"huge","size",0.99,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1659","vi. 66","desk","Male","furniture",11,"blue","color",0.95,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1660","vi. 66","desk","Male","furniture",12,"new","age",0.48,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1661","vi. 66","desk","Male","furniture",13,"plastic","material",0.58,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1662","vi. 66","couch","Male","furniture",14,"wooden","material",0,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1663","vi. 66","desk","Male","furniture",15,"yellow","color",0.73,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1664","vi. 66","carrot","Male","food",16,"big","size",1,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1665","vi. 66","couch","Male","furniture",17,"green","color",0,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1666","vi. 66","fan","Male","furniture",18,"small","size",0.98,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1667","vi. 66","banana","Male","food",19,"hard","texture",0,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1668","vi. 66","tomato","Male","food",20,"brown","color",0,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1669","vi. 66","chair","Male","furniture",21,"round","shape",1,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1670","vi. 66","fan","Male","furniture",22,"red","color",0,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1671","vi. 66","fan","Male","furniture",23,"rotten","age",0.98,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1672","vi. 66","TV","Male","furniture",24,"long","size",0.99,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1673","vi. 66","TV","Male","furniture",25,"good","quality",1,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1674","vi. 66","apple","Male","food",26,"short","size",1,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"1675","vi. 66","cheese","Male","food",27,"fresh","age",0,"arabic","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","superior"
"2076","vi. 83","chair","Female","furniture",3,"purple","color",0.27,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2077","vi. 83","fan","Female","furniture",4,"hard","texture",0.01,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2078","vi. 83","fan","Female","furniture",5,"good","quality",0.98,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2079","vi. 83","TV","Female","furniture",6,"bad","quality",0.99,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2080","vi. 83","chair","Female","furniture",7,"brown","color",0.39,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2081","vi. 83","tomato","Female","food",8,"metal","material",0.98,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2082","vi. 83","cheese","Female","food",9,"red","color",0.13,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2083","vi. 83","banana","Female","food",10,"new","age",0.48,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2084","vi. 83","fan","Female","furniture",11,"small","size",0.3,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2085","vi. 83","fan","Female","furniture",12,"rotten","age",0.73,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2086","vi. 83","chair","Female","furniture",13,"round","shape",0.29,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2087","vi. 83","couch","Female","furniture",14,"long","size",0.75,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2088","vi. 83","tomato","Female","food",15,"short","size",0.48,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2089","vi. 83","fan","Female","furniture",16,"big","size",0.59,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2090","vi. 83","fan","Female","furniture",17,"blue","color",0.26,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2091","vi. 83","cheese","Female","food",18,"square","shape",0.5,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2092","vi. 83","cheese","Female","food",19,"old","age",0.66,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2093","vi. 83","desk","Female","furniture",20,"plastic","material",0.18,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2094","vi. 83","banana","Female","food",21,"huge","size",0.54,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2095","vi. 83","cheese","Female","food",22,"green","color",0.09,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2096","vi. 83","apple","Female","food",23,"smooth","texture",0.49,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2097","vi. 83","fan","Female","furniture",24,"wooden","material",0.02,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2098","vi. 83","carrot","Female","food",25,"fresh","age",0.51,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2099","vi. 83","TV","Female","furniture",26,"yellow","color",0.19,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2100","vi. 83","cheese","Female","food",27,"soft","texture",0.75,"العربية","","No","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"2626","vi. 105","tomato","Male","food",3,"huge","size",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2627","vi. 105","carrot","Male","food",4,"new","age",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2628","vi. 105","fan","Male","furniture",5,"rotten","age",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2629","vi. 105","apple","Male","food",6,"yellow","color",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2630","vi. 105","cheese","Male","food",7,"short","size",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2631","vi. 105","fan","Male","furniture",8,"old","age",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2632","vi. 105","couch","Male","furniture",9,"red","color",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2633","vi. 105","tomato","Male","food",10,"brown","color",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2634","vi. 105","apple","Male","food",11,"big","size",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2635","vi. 105","couch","Male","furniture",12,"square","shape",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2636","vi. 105","cheese","Male","food",13,"plastic","material",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2637","vi. 105","chair","Male","furniture",14,"fresh","age",0.5,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2638","vi. 105","cheese","Male","food",15,"blue","color",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2639","vi. 105","tomato","Male","food",16,"smooth","texture",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2640","vi. 105","desk","Male","furniture",17,"purple","color",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2641","vi. 105","desk","Male","furniture",18,"soft","texture",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2642","vi. 105","tomato","Male","food",19,"small","size",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2643","vi. 105","fan","Male","furniture",20,"good","quality",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2644","vi. 105","couch","Male","furniture",21,"round","shape",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2645","vi. 105","apple","Male","food",22,"bad","quality",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2646","vi. 105","banana","Male","food",23,"green","color",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2647","vi. 105","tomato","Male","food",24,"hard","texture",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2648","vi. 105","TV","Male","furniture",25,"metal","material",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2649","vi. 105","banana","Male","food",26,"long","size",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2650","vi. 105","couch","Male","furniture",27,"wooden","material",0,"العربية","","Yes","correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"2651","vi. 106","carrot","Male","food",3,"small","size",0.18,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2652","vi. 106","tomato","Male","food",4,"rotten","age",0.02,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2653","vi. 106","apple","Male","food",5,"metal","material",0.04,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2654","vi. 106","fan","Male","furniture",6,"purple","color",0.04,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2655","vi. 106","carrot","Male","food",7,"plastic","material",0.03,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2656","vi. 106","carrot","Male","food",8,"yellow","color",0.97,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2657","vi. 106","TV","Male","furniture",9,"blue","color",0.02,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2658","vi. 106","cheese","Male","food",10,"smooth","texture",0.99,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2659","vi. 106","chair","Male","furniture",11,"square","shape",0.98,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2660","vi. 106","chair","Male","furniture",12,"short","size",0.96,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2661","vi. 106","apple","Male","food",13,"fresh","age",0.97,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2662","vi. 106","TV","Male","furniture",14,"round","shape",0.04,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2663","vi. 106","cheese","Male","food",15,"hard","texture",0.95,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2664","vi. 106","TV","Male","furniture",16,"huge","size",0.94,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2665","vi. 106","chair","Male","furniture",17,"soft","texture",0.98,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2666","vi. 106","chair","Male","furniture",18,"big","size",0.98,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2667","vi. 106","couch","Male","furniture",19,"brown","color",0.04,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2668","vi. 106","fan","Male","furniture",20,"red","color",0.03,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2669","vi. 106","carrot","Male","food",21,"long","size",0.98,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2670","vi. 106","desk","Male","furniture",22,"green","color",0.05,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2671","vi. 106","tomato","Male","food",23,"bad","quality",0.98,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2672","vi. 106","chair","Male","furniture",24,"new","age",0.03,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2673","vi. 106","tomato","Male","food",25,"old","age",0.04,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2674","vi. 106","couch","Male","furniture",26,"wooden","material",0.03,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2675","vi. 106","apple","Male","food",27,"good","quality",1,"العربيه","",NA,"correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"2676","vi. 107","chair","Male","furniture",3,"small","size",0.83,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2677","vi. 107","TV","Male","furniture",4,"big","size",1,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2678","vi. 107","couch","Male","furniture",5,"long","size",0.97,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2679","vi. 107","banana","Male","food",6,"hard","texture",0.4,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2680","vi. 107","chair","Male","furniture",7,"square","shape",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2681","vi. 107","chair","Male","furniture",8,"smooth","texture",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2682","vi. 107","cheese","Male","food",9,"bad","quality",0.67,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2683","vi. 107","carrot","Male","food",10,"good","quality",0.5,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2684","vi. 107","tomato","Male","food",11,"green","color",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2685","vi. 107","apple","Male","food",12,"huge","size",1,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2686","vi. 107","banana","Male","food",13,"new","age",1,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2687","vi. 107","TV","Male","furniture",14,"blue","color",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2688","vi. 107","carrot","Male","food",15,"red","color",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2689","vi. 107","banana","Male","food",16,"rotten","age",0.52,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2690","vi. 107","tomato","Male","food",17,"old","age",0.67,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2691","vi. 107","banana","Male","food",18,"short","size",0.89,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2692","vi. 107","desk","Male","furniture",19,"yellow","color",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2693","vi. 107","tomato","Male","food",20,"metal","material",1,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2694","vi. 107","tomato","Male","food",21,"plastic","material",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2695","vi. 107","TV","Male","furniture",22,"brown","color",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2696","vi. 107","chair","Male","furniture",23,"round","shape",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2697","vi. 107","desk","Male","furniture",24,"fresh","age",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2698","vi. 107","banana","Male","food",25,"purple","color",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2699","vi. 107","TV","Male","furniture",26,"wooden","material",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2700","vi. 107","carrot","Male","food",27,"soft","texture",0,"العربيه","","Yes","correct","correct","correct","gulf","both","arabic-arabic","5+","superior"
"2826","vi. 113","tomato","Male","food",3,"hard","texture",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2827","vi. 113","fan","Male","furniture",4,"wooden","material",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2828","vi. 113","tomato","Male","food",5,"purple","color",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2829","vi. 113","cheese","Male","food",6,"rotten","age",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2830","vi. 113","cheese","Male","food",7,"smooth","texture",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2831","vi. 113","couch","Male","furniture",8,"soft","texture",1,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2832","vi. 113","desk","Male","furniture",9,"huge","size",1,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2833","vi. 113","TV","Male","furniture",10,"blue","color",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2834","vi. 113","cheese","Male","food",11,"old","age",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2835","vi. 113","fan","Male","furniture",12,"fresh","age",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2836","vi. 113","cheese","Male","food",13,"plastic","material",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2837","vi. 113","TV","Male","furniture",14,"good","quality",1,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2838","vi. 113","desk","Male","furniture",15,"yellow","color",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2839","vi. 113","cheese","Male","food",16,"round","shape",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2840","vi. 113","banana","Male","food",17,"green","color",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2841","vi. 113","apple","Male","food",18,"big","size",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2842","vi. 113","TV","Male","furniture",19,"square","shape",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2843","vi. 113","tomato","Male","food",20,"new","age",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2844","vi. 113","fan","Male","furniture",21,"metal","material",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2845","vi. 113","apple","Male","food",22,"red","color",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2846","vi. 113","apple","Male","food",23,"long","size",1,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2847","vi. 113","banana","Male","food",24,"small","size",1,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2848","vi. 113","TV","Male","furniture",25,"short","size",1,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2849","vi. 113","carrot","Male","food",26,"bad","quality",1,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"2850","vi. 113","chair","Male","furniture",27,"brown","color",0,"العربية","","Yes","correct","correct","correct","saudi","both","arabic-arabic","5+","advanced"
"3326","vi. 133","cheese","Male","food",3,"wooden","material",0.66,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3327","vi. 133","desk","Male","furniture",4,"round","shape",0.16,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3328","vi. 133","banana","Male","food",5,"smooth","texture",0.7,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3329","vi. 133","fan","Male","furniture",6,"plastic","material",0.16,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3330","vi. 133","banana","Male","food",7,"short","size",0.19,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3331","vi. 133","cheese","Male","food",8,"good","quality",0.75,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3332","vi. 133","fan","Male","furniture",9,"blue","color",0.8,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3333","vi. 133","desk","Male","furniture",10,"big","size",0.7,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3334","vi. 133","desk","Male","furniture",11,"rotten","age",0.73,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3335","vi. 133","apple","Male","food",12,"yellow","color",0.7,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3336","vi. 133","carrot","Male","food",13,"purple","color",0.73,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3337","vi. 133","carrot","Male","food",14,"soft","texture",0.75,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3338","vi. 133","couch","Male","furniture",15,"brown","color",0.7,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3339","vi. 133","tomato","Male","food",16,"hard","texture",0.77,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3340","vi. 133","cheese","Male","food",17,"long","size",0.77,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3341","vi. 133","TV","Male","furniture",18,"bad","quality",0.7,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3342","vi. 133","carrot","Male","food",19,"huge","size",0.71,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3343","vi. 133","chair","Male","furniture",20,"red","color",0.73,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3344","vi. 133","TV","Male","furniture",21,"old","age",0.64,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3345","vi. 133","TV","Male","furniture",22,"square","shape",0.77,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3346","vi. 133","couch","Male","furniture",23,"fresh","age",0.7,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3347","vi. 133","TV","Male","furniture",24,"new","age",0.79,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3348","vi. 133","carrot","Male","food",25,"green","color",0.83,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3349","vi. 133","tomato","Male","food",26,"small","size",0.79,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
"3350","vi. 133","desk","Male","furniture",27,"metal","material",0.14,"Arabe","",NA,"correct","correct","correct","moroccan","both","arabic-arabic","5+","superior"
